index,5,10,15,20,25,30
train,0.9676891615541925,0.9719836400817996,0.9719836400817995,0.9678936605316973,0.9746421267893661,0.9746421267893659
test,0.9342857142857144,0.9357142857142857,0.9390476190476191,0.9333333333333333,0.9385714285714286,0.9361904761904762
