index,5,10,15,20,25,30
train,0.924150268336315,0.9629695885509839,0.9658318425760287,0.9699463327370305,0.9697674418604653,0.9661896243291593
test,0.912142857142857,0.9507142857142856,0.9535714285714285,0.9521428571428572,0.9507142857142856,0.9507142857142856
