index,5,10,15,20,25,30
train,0.9728139904610492,0.975039745627981,0.9718600953895071,0.9758346581875994,0.9724960254372019,0.9798092209856917
test,0.9542857142857143,0.9542857142857143,0.9442857142857143,0.9471428571428572,0.9457142857142857,0.95
