index,1,2,3,4,5,6,7,8,9,10
train,0.9640429338103755,0.9677996422182469,0.9681574239713774,0.9676207513416817,0.9706618962432916,0.9719141323792485,0.9669051878354203,0.9686940966010733,0.973345259391771,0.9699463327370303
test,0.9485714285714286,0.9535714285714285,0.9635714285714284,0.9678571428571429,0.9635714285714286,0.9678571428571429,0.9628571428571429,0.9635714285714286,0.9671428571428569,0.9678571428571427
