index,1,2,3,4,5,6,7,8,9,10
train,0.9653418124006359,0.9697933227344994,0.9704292527821939,0.9710651828298887,0.9618441971383149,0.972972972972973,0.9710651828298887,0.9761526232114468,0.9745627980922098,0.9672496025437202
test,0.9314285714285715,0.9199999999999999,0.9457142857142857,0.9314285714285713,0.9457142857142857,0.9485714285714286,0.9457142857142857,0.9571428571428571,0.96,0.9542857142857143
