index,1,2,3,4,5,6,7,8,9,10
train,0.9670840787119858,0.9661896243291592,0.9699463327370305,0.9708407871198569,0.9674418604651163,0.9708407871198569,0.9681574239713775,0.9674418604651164,0.9704830053667262,0.9701252236135958
test,0.9507142857142856,0.9507142857142856,0.9535714285714285,0.9592857142857142,0.9649999999999999,0.9635714285714284,0.9635714285714286,0.9657142857142856,0.9678571428571429,0.9692857142857141
